板块,A股代码,A股简称,A股上市日期,A股总股本,A股流通股本,所属行业
创业板,300058,蓝色光标,2010-02-26,"3,537,525,227","3,427,333,758",L 商务服务
创业板,300059,东方财富,2010-03-19,"15,804,037,675","13,376,386,008",J 金融业
创业板,300061,旗天科技,2010-03-19,"658,993,677","622,169,705",L 商务服务
创业板,300062,中能电气,2010-03-19,"557,606,117","386,116,997",C 制造业
创业板,300063,天龙集团,2010-03-26,"758,527,150","626,516,943",L 商务服务
创业板,300065,海兰信,2010-03-26,"720,494,503","655,846,610",C 制造业
创业板,300066,三川智慧,2010-03-26,"1,040,033,262","1,005,910,348",C 制造业
创业板,300067,安诺其,2010-04-21,"1,154,374,574","937,483,681",C 制造业
创业板,300068,南都电源,2010-04-21,"898,367,299","853,098,997",C 制造业
创业板,300069,金利华电,2010-04-21,"117,000,000","117,000,000",C 制造业
创业板,300070,碧水源,2010-04-21,"3,624,209,363","3,434,767,871",N 公共环保
创业板,300071,福石控股,2010-04-21,"963,884,336","945,350,866",L 商务服务
创业板,300072,海新能科,2010-04-27,"2,349,720,302","2,331,361,270",C 制造业
创业板,300073,当升科技,2010-04-27,"544,293,668","505,971,312",C 制造业
创业板,300074,华平股份,2010-04-27,"546,566,600","542,247,300",I 信息技术
创业板,300075,数字政通,2010-04-27,"621,130,158","515,438,476",I 信息技术
创业板,300076,GQY视讯,2010-04-30,"424,000,000","424,000,000",C 制造业
创业板,300077,国民技术,2010-04-30,"583,126,700","566,327,400",C 制造业
创业板,300078,思创医惠,2010-04-30,"1,117,872,230","1,113,367,148",C 制造业
创业板,300079,数码视讯,2010-04-30,"1,426,028,062","1,281,479,656",C 制造业
创业板,300080,易成新能,2010-06-25,"1,873,380,436","1,870,865,174",C 制造业
创业板,300081,恒信东方,2010-05-20,"604,795,417","604,703,842",I 信息技术
创业板,300082,奥克股份,2010-05-20,"680,098,200","678,207,963",C 制造业
创业板,300083,创世纪,2010-05-20,"1,664,862,589","1,493,035,214",C 制造业
创业板,300084,海默科技,2010-05-20,"510,247,899","344,621,729",B 采矿业
创业板,300085,银之杰,2010-05-26,"706,640,535","652,012,860",I 信息技术
创业板,300086,康芝药业,2010-05-26,"455,124,411","440,682,522",C 制造业
创业板,300087,荃银高科,2010-05-26,"947,331,751","902,295,900",A 农林牧渔
创业板,300088,长信科技,2010-05-26,"2,497,733,579","2,485,502,397",C 制造业
创业板,300091,金通灵,2010-06-25,"1,489,164,214","1,476,033,276",C 制造业
创业板,300092,科新机电,2010-07-08,"273,923,271","209,866,256",C 制造业
创业板,300093,*ST金刚,2010-07-08,"216,000,000","215,656,800",C 制造业
创业板,300094,国联水产,2010-07-08,"1,128,167,253","1,105,517,399",C 制造业
创业板,300095,华伍股份,2010-07-28,"420,090,164","338,617,379",C 制造业
创业板,300096,ST易联众,2010-07-28,"430,000,000","430,000,000",I 信息技术
创业板,300097,ST智云,2010-07-28,"288,549,669","270,009,948",C 制造业
创业板,300098,高新兴,2010-07-28,"1,737,782,275","1,541,743,627",I 信息技术
创业板,300099,尤洛卡,2010-08-06,"737,265,255","581,412,240",C 制造业
创业板,300100,双林股份,2010-08-06,"571,982,940","551,156,033",C 制造业
创业板,300101,振芯科技,2010-08-06,"567,905,700","566,043,415",I 信息技术
创业板,300102,乾照光电,2010-08-12,"920,333,863","916,339,888",C 制造业
创业板,300103,达刚控股,2010-08-12,"317,601,000","317,337,297",C 制造业
创业板,300105,龙源技术,2010-08-20,"515,814,420","515,398,620",C 制造业
创业板,300106,西部牧业,2010-08-20,"211,332,310","211,332,310",C 制造业
创业板,300107,建新股份,2010-08-20,"562,782,268","347,287,617",C 制造业
创业板,300109,新开源,2010-08-25,"486,050,005","449,823,129",C 制造业
创业板,300110,华仁药业,2010-08-25,"1,182,212,982","1,180,847,607",C 制造业
创业板,300111,向日葵,2010-08-27,"1,287,210,714","1,287,210,714",C 制造业
创业板,300112,万讯自控,2010-08-27,"290,225,894","237,643,510",C 制造业
创业板,300113,顺网科技,2010-08-27,"683,566,082","518,199,602",I 信息技术
创业板,300115,长盈精密,2010-09-02,"1,360,397,753","1,356,475,781",C 制造业
创业板,300118,东方日升,2010-09-02,"1,140,013,863","926,826,080",C 制造业
创业板,300119,瑞普生物,2010-09-17,"464,754,706","334,962,021",C 制造业
创业板,300120,经纬辉开,2010-09-17,"574,393,929","527,447,002",C 制造业
创业板,300121,阳谷华泰,2010-09-17,"448,818,214","432,986,865",C 制造业
创业板,300122,智飞生物,2010-09-28,"2,393,789,747","1,414,306,248",C 制造业
创业板,300123,亚光科技,2010-09-28,"1,021,834,123","1,000,418,818",C 制造业
创业板,300124,汇川技术,2010-09-28,"2,695,404,874","2,361,527,381",C 制造业
创业板,300125,*ST聆达,2010-10-13,"267,599,995","265,428,408",C 制造业
创业板,300126,锐奇股份,2010-10-13,"303,957,600","210,652,704",C 制造业
创业板,300127,银河磁体,2010-10-13,"323,146,360","230,816,140",C 制造业
创业板,300128,锦富技术,2010-10-13,"1,299,115,412","1,297,717,037",C 制造业
创业板,300129,泰胜风能,2010-10-19,"934,899,232","646,452,973",C 制造业
创业板,300130,新国都,2010-10-19,"567,299,123","434,152,308",C 制造业
创业板,300131,英唐智控,2010-10-19,"1,135,019,485","1,042,267,516",F 批发零售
创业板,300132,青松股份,2010-10-26,"516,580,886","508,081,284",C 制造业
创业板,300133,华策影视,2010-10-26,"1,899,585,581","1,623,543,501",R 文化传播
创业板,300134,大富科技,2010-10-26,"767,498,006","712,418,006",C 制造业
创业板,300135,宝利国际,2010-10-26,"921,600,000","921,600,000",C 制造业
创业板,300136,信维通信,2010-11-05,"967,568,638","824,567,926",C 制造业
创业板,300137,ST先河,2010-11-05,"536,582,210","530,034,106",C 制造业
创业板,300138,晨光生物,2010-11-05,"483,100,093","398,313,292",C 制造业
创业板,300139,晓程科技,2010-11-12,"274,000,000","233,659,225",B 采矿业
创业板,300140,节能环境,2010-11-12,"3,099,067,016","1,020,121,250",C 制造业
创业板,300141,和顺电气,2010-11-12,"253,884,600","252,788,760",C 制造业
创业板,300142,沃森生物,2010-11-12,"1,599,348,541","1,555,944,539",C 制造业
创业板,300143,盈康生命,2010-12-09,"749,451,604","641,363,180",Q 卫生
创业板,300144,宋城演艺,2010-12-09,"2,622,612,940","2,355,526,844",R 文化传播
创业板,300145,南方泵业,2010-12-09,"1,920,900,236","1,903,993,301",C 制造业
创业板,300146,汤臣倍健,2010-12-15,"1,700,845,431","1,129,987,059",C 制造业
创业板,300147,ST香雪,2010-12-15,"661,279,045","657,459,042",C 制造业
创业板,300148,天舟文化,2010-12-15,"835,339,343","806,745,896",R 文化传播
创业板,300149,睿智医药,2010-12-22,"497,963,992","474,552,969",M 科研服务
创业板,300150,世纪瑞尔,2010-12-22,"585,106,053","460,223,232",I 信息技术
创业板,300151,昌红科技,2010-12-22,"532,508,734","368,697,021",C 制造业
创业板,300152,ST新动力,2010-12-29,"712,800,000","712,618,425",C 制造业
创业板,300153,科泰电源,2010-12-29,"320,000,000","318,330,118",C 制造业
创业板,300154,瑞凌股份,2010-12-29,"449,555,201","315,086,151",C 制造业
创业板,300155,安居宝,2011-01-07,"561,227,744","330,726,776",C 制造业
创业板,300157,新锦动力,2011-01-07,"753,937,707","707,824,632",C 制造业
创业板,300158,振东制药,2011-01-07,"1,005,319,756","1,004,703,142",C 制造业
创业板,300159,*ST新研,2011-01-07,"1,495,645,923","1,471,839,203",C 制造业
创业板,300160,秀强股份,2011-01-13,"772,946,292","762,159,517",C 制造业
创业板,300161,华中数控,2011-01-13,"198,696,906","194,994,903",C 制造业
创业板,300162,雷曼光电,2011-01-13,"419,510,030","342,161,780",C 制造业
创业板,300163,先锋新材,2011-01-13,"474,000,000","453,789,957",C 制造业
创业板,300164,通源石油,2011-01-13,"588,458,629","583,210,778",B 采矿业
创业板,300165,ST天瑞,2011-01-25,"495,511,725","420,534,679",C 制造业
创业板,300166,东方国信,2011-01-25,"1,138,745,748","905,777,562",I 信息技术
创业板,300167,ST迪威迅,2011-01-25,"360,550,000","358,583,250",I 信息技术
创业板,300168,万达信息,2011-01-25,"1,440,628,576","1,439,182,545",I 信息技术
创业板,300169,天晟新材,2011-01-25,"325,984,340","301,735,782",C 制造业
创业板,300170,汉得信息,2011-02-01,"1,011,375,211","974,060,567",I 信息技术
创业板,300171,东富龙,2011-02-01,"765,828,040","562,657,355",C 制造业
创业板,300172,中电环保,2011-02-01,"676,710,000","523,512,387",D 水电煤气
创业板,300173,福能东方,2011-02-01,"734,725,698","734,725,698",C 制造业
创业板,300174,元力股份,2011-02-01,"364,210,360","362,942,163",C 制造业
创业板,300175,ST朗源,2011-02-15,"470,800,000","470,800,000",C 制造业
创业板,300176,鸿特科技,2011-02-15,"387,280,800","387,280,800",C 制造业
创业板,300177,中海达,2011-02-15,"744,169,066","606,303,251",C 制造业
创业板,300179,四方达,2011-02-15,"485,908,830","374,126,222",C 制造业
创业板,300180,华峰超纤,2011-02-22,"1,761,060,155","1,485,369,167",C 制造业
创业板,300181,佐力药业,2011-02-22,"701,387,335","602,910,919",C 制造业
创业板,300182,捷成股份,2011-02-22,"2,663,825,632","2,258,902,057",R 文化传播
创业板,300183,东软载波,2011-02-22,"462,609,137","406,537,112",C 制造业
创业板,300184,力源信息,2011-02-22,"1,154,011,922","1,049,187,220",F 批发零售
创业板,300185,通裕重工,2011-03-08,"3,897,001,582","3,707,243,660",C 制造业
创业板,300187,永清环保,2011-03-08,"645,622,165","642,131,317",N 公共环保
创业板,300188,国投智能,2011-03-16,"859,477,310","855,505,090",I 信息技术
创业板,300189,神农种业,2011-03-16,"1,024,000,000","886,240,074",A 农林牧渔
创业板,300190,维尔利,2011-03-16,"781,598,294","775,197,376",N 公共环保
创业板,300191,潜能恒信,2011-03-16,"320,000,000","221,195,000",B 采矿业
创业板,300192,科德教育,2011-03-22,"329,143,329","324,637,704",P 教育
创业板,300193,佳士科技,2011-03-22,"476,249,805","419,428,672",C 制造业
创业板,300194,福安药业,2011-03-22,"1,189,712,382","968,344,216",C 制造业
创业板,300195,长荣股份,2011-03-29,"423,707,756","313,912,481",C 制造业
创业板,300196,长海股份,2011-03-29,"408,716,678","246,115,157",C 制造业
创业板,300197,节能铁汉,2011-03-29,"2,965,298,080","2,965,223,080",N 公共环保
创业板,300198,ST纳川,2011-04-07,"1,031,548,540","1,026,216,511",C 制造业
创业板,300199,翰宇药业,2011-04-07,"883,241,336","745,697,845",C 制造业
创业板,300200,高盟新材,2011-04-07,"430,973,206","423,263,062",C 制造业
创业板,300201,海伦哲,2011-04-07,"1,009,043,607","1,005,443,115",C 制造业
创业板,300203,聚光科技,2011-04-15,"448,737,600","448,368,525",C 制造业
创业板,300204,舒泰神,2011-04-15,"477,772,555","453,664,501",C 制造业
创业板,300205,*ST天喻,2011-04-21,"430,056,000","430,056,000",C 制造业
创业板,300206,理邦仪器,2011-04-21,"579,663,346","338,379,565",C 制造业
创业板,300207,欣旺达,2011-04-21,"1,845,806,346","1,712,181,105",C 制造业
创业板,300209,有棵树,2011-04-26,"928,636,126","492,516,961",F 批发零售
创业板,300210,森远股份,2011-04-26,"484,219,953","483,754,448",C 制造业
创业板,300211,*ST亿通,2011-05-05,"303,929,723","298,481,824",C 制造业
创业板,300212,易华录,2011-05-05,"719,892,422","698,509,974",I 信息技术
创业板,300213,佳讯飞鸿,2011-05-05,"594,364,660","552,221,868",C 制造业
创业板,300214,日科化学,2011-05-11,"464,902,614","403,563,836",C 制造业
创业板,300215,电科院,2011-05-11,"749,094,187","499,870,396",M 科研服务
创业板,300217,东方电热,2011-05-18,"1,477,976,940","1,226,930,512",C 制造业
创业板,300218,安利股份,2011-05-18,"216,987,000","216,276,394",C 制造业
创业板,300219,鸿利智汇,2011-05-18,"707,943,506","706,648,891",C 制造业
创业板,300220,金运激光,2011-05-25,"151,200,000","151,019,348",C 制造业
创业板,300221,银禧科技,2011-05-25,"479,538,185","456,492,842",C 制造业
创业板,300222,科大智能,2011-05-25,"778,281,234","633,803,509",C 制造业
创业板,300223,北京君正,2011-05-31,"482,540,723","420,570,410",C 制造业
创业板,300224,正海磁材,2011-05-31,"886,036,820","880,411,491",C 制造业
创业板,300225,*ST金泰,2011-05-31,"475,429,590","471,988,390",C 制造业
创业板,300226,上海钢联,2011-06-08,"318,721,422","306,426,627",L 商务服务
创业板,300227,光韵达,2011-06-08,"544,111,391","433,067,729",C 制造业
创业板,300228,富瑞特装,2011-06-08,"585,861,549","549,976,299",C 制造业
创业板,300229,拓尔思,2011-06-15,"873,620,932","873,019,370",I 信息技术
创业板,300230,永利股份,2011-06-15,"813,213,441","629,822,499",C 制造业
创业板,300231,银信科技,2011-06-15,"444,291,145","444,268,330",I 信息技术
创业板,300232,洲明科技,2011-06-22,"1,091,107,141","887,026,803",C 制造业
创业板,300233,金城医药,2011-06-22,"383,874,587","371,704,313",C 制造业
创业板,300234,开尔新材,2011-06-22,"503,171,090","343,987,044",C 制造业
创业板,300235,方直科技,2011-06-29,"251,746,635","203,132,791",I 信息技术
创业板,300236,上海新阳,2011-06-29,"313,381,402","278,726,967",C 制造业
创业板,300237,美晨科技,2011-06-29,"1,441,914,930","1,441,904,805",C 制造业
创业板,300238,冠昊生物,2011-07-06,"265,155,701","265,134,082",C 制造业
创业板,300239,东宝生物,2011-07-06,"593,607,933","589,761,783",C 制造业
创业板,300240,飞力达,2011-07-06,"371,562,950","363,378,879",G 运输仓储
创业板,300241,瑞丰光电,2011-07-12,"699,978,960","586,094,980",C 制造业
创业板,300242,佳云科技,2011-07-12,"634,555,224","634,554,878",L 商务服务
创业板,300243,瑞丰高材,2011-07-12,"250,426,501","194,458,304",C 制造业
创业板,300244,迪安诊断,2011-07-19,"624,979,436","501,459,061",Q 卫生
创业板,300245,天玑科技,2011-07-19,"313,457,493","312,786,077",I 信息技术
创业板,300246,宝莱特,2011-07-19,"264,575,983","211,242,557",C 制造业
创业板,300247,融捷健康,2011-07-29,"804,040,313","803,275,313",C 制造业
创业板,300248,新开普,2011-07-29,"476,348,393","409,113,109",I 信息技术
创业板,300249,依米康,2011-08-03,"440,487,994","373,425,027",I 信息技术
创业板,300250,初灵信息,2011-08-03,"214,067,479","157,674,797",I 信息技术
创业板,300251,光线传媒,2011-08-03,"2,933,608,432","2,781,303,282",R 文化传播
创业板,300252,金信诺,2011-08-18,"662,153,834","558,778,634",C 制造业
创业板,300253,卫宁健康,2011-08-18,"2,213,883,687","1,913,928,176",I 信息技术
创业板,300254,仟源医药,2011-08-19,"248,318,563","227,304,095",C 制造业
创业板,300255,常山药业,2011-08-19,"919,060,878","917,695,878",C 制造业
创业板,300256,星星科技,2011-08-19,"2,268,393,386","1,643,393,386",C 制造业
创业板,300257,开山股份,2011-08-19,"993,635,018","954,690,200",C 制造业
创业板,300258,精锻科技,2011-08-26,"585,047,243","569,893,138",C 制造业
创业板,300259,新天科技,2011-08-31,"1,169,801,516","1,169,533,231",C 制造业
创业板,300260,新莱应材,2011-09-06,"407,806,752","287,636,945",C 制造业
创业板,300261,雅本化学,2011-09-06,"963,309,471","942,830,489",C 制造业
创业板,300263,隆华科技,2011-09-16,"1,034,953,434","975,476,278",C 制造业
创业板,300264,佳创视讯,2011-09-16,"430,857,518","370,428,953",I 信息技术
创业板,300265,通光线缆,2011-09-16,"458,367,317","458,067,692",C 制造业
创业板,300266,兴源环境,2011-09-27,"1,553,807,314","1,552,876,864",N 公共环保
创业板,300267,尔康制药,2011-09-27,"2,062,604,870","1,422,391,891",C 制造业
创业板,300268,*ST佳沃,2011-09-27,"174,200,000","133,707,500",C 制造业
创业板,300269,联建光电,2011-10-12,"549,113,825","525,679,603",C 制造业
创业板,300270,中威电子,2011-10-12,"302,806,028","260,930,248",C 制造业
创业板,300271,华宇软件,2011-10-26,"811,860,673","797,242,504",I 信息技术
创业板,300272,开能健康,2011-11-02,"610,783,218","463,785,761",C 制造业
创业板,300274,阳光电源,2011-11-02,"2,073,211,424","1,589,709,449",C 制造业
创业板,300275,梅安森,2011-11-02,"307,667,668","271,124,053",I 信息技术
创业板,300276,三丰智能,2011-11-15,"1,401,042,990","1,057,124,061",C 制造业
创业板,300277,海联讯,2011-11-23,"341,700,000","341,314,746",I 信息技术
创业板,300278,华昌达,2011-12-16,"1,421,506,508","1,417,065,180",C 制造业
创业板,300279,和晶科技,2011-12-29,"489,099,490","462,669,455",C 制造业
创业板,300280,*ST紫天,2011-12-29,"162,065,744","160,474,169",L 商务服务
创业板,300281,金明精机,2011-12-29,"418,923,580","397,325,912",C 制造业
创业板,300283,温州宏丰,2012-01-10,"496,978,222","367,218,502",C 制造业
创业板,300284,苏交科,2012-01-10,"1,262,827,774","1,197,352,359",M 科研服务
创业板,300285,国瓷材料,2012-01-13,"997,048,299","841,344,847",C 制造业
创业板,300286,安科瑞,2012-01-13,"250,784,655","175,760,899",C 制造业
创业板,300287,飞利信,2012-02-01,"1,435,273,808","1,318,221,968",I 信息技术
创业板,300288,朗玛信息,2012-02-16,"337,941,402","256,569,391",I 信息技术
创业板,300289,利德曼,2012-02-16,"544,011,487","543,156,487",C 制造业
创业板,300290,荣科科技,2012-02-16,"639,732,569","639,542,444",I 信息技术
创业板,300291,百纳千成,2012-02-09,"941,889,651","928,978,644",R 文化传播
创业板,300292,吴通控股,2012-02-29,"1,341,764,974","1,115,944,813",I 信息技术
创业板,300293,蓝英装备,2012-03-08,"338,438,106","280,335,917",C 制造业
创业板,300294,博雅生物,2012-03-08,"504,248,738","503,506,147",C 制造业
创业板,300295,三六五网,2012-03-15,"189,613,714","167,525,888",I 信息技术
创业板,300296,利亚德,2012-03-15,"2,711,977,222","2,274,185,250",C 制造业
创业板,300298,三诺生物,2012-03-19,"560,267,306","451,300,698",C 制造业
创业板,300299,富春股份,2012-03-19,"690,300,085","689,223,085",I 信息技术
创业板,300300,海峡创新,2012-03-19,"666,847,062","666,804,612",I 信息技术
创业板,300301,ST长方,2012-03-21,"829,868,769","789,799,369",C 制造业
创业板,300302,同有科技,2012-03-21,"479,263,798","368,813,895",I 信息技术
创业板,300303,聚飞光电,2012-03-19,"1,415,605,527","1,327,772,986",C 制造业
创业板,300304,云意电气,2012-03-21,"878,143,718","855,535,484",C 制造业
创业板,300305,裕兴股份,2012-03-29,"375,400,292","321,475,817",C 制造业
创业板,300306,远方信息,2012-03-29,"268,958,778","157,602,490",C 制造业
创业板,300307,慈星股份,2012-03-29,"794,248,776","782,211,234",C 制造业
创业板,300308,中际旭创,2012-04-10,"1,111,118,334","1,105,500,482",C 制造业
创业板,300310,宜通世纪,2012-04-25,"881,658,531","691,890,446",I 信息技术
创业板,300311,ST任子行,2012-04-25,"673,630,150","537,409,093",I 信息技术
创业板,300313,*ST天山,2012-04-25,"312,977,396","197,352,789",A 农林牧渔
创业板,300314,戴维医疗,2012-05-08,"288,000,000","143,741,448",C 制造业
创业板,300315,掌趣科技,2012-05-11,"2,707,611,003","2,583,027,657",I 信息技术
创业板,300316,晶盛机电,2012-05-11,"1,309,533,797","1,231,555,433",C 制造业
创业板,300317,珈伟新能,2012-05-11,"830,188,405","830,038,405",C 制造业
创业板,300318,博晖创新,2012-05-23,"816,900,495","798,539,484",C 制造业
创业板,300319,麦捷科技,2012-05-23,"879,095,862","829,700,988",C 制造业
创业板,300320,海达股份,2012-06-01,"601,234,191","485,787,750",C 制造业
创业板,300321,同大股份,2012-05-23,"88,800,000","88,695,900",C 制造业
创业板,300322,硕贝德,2012-06-08,"460,811,445","441,204,055",C 制造业
创业板,300323,华灿光电,2012-06-01,"1,622,998,797","1,115,165,271",C 制造业
创业板,300324,旋极信息,2012-06-08,"1,727,590,595","1,709,990,848",I 信息技术
创业板,300326,ST凯利,2012-06-13,"717,012,682","707,901,440",C 制造业
创业板,300327,中颖电子,2012-06-13,"341,370,172","340,276,177",C 制造业
创业板,300328,宜安科技,2012-06-19,"690,423,600","687,042,525",C 制造业
创业板,300329,海伦钢琴,2012-06-19,"252,888,780","252,128,487",C 制造业
创业板,300331,苏大维格,2012-06-28,"259,662,286","210,215,970",C 制造业
创业板,300332,天壕能源,2012-06-28,"865,116,884","829,635,534",D 水电煤气
创业板,300333,兆日科技,2012-06-28,"336,000,000","334,780,067",I 信息技术
创业板,300334,津膜科技,2012-07-05,"302,065,356","302,029,761",C 制造业
创业板,300335,迪森股份,2012-07-10,"477,012,388","384,161,164",D 水电煤气
创业板,300337,银邦股份,2012-07-18,"821,924,118","711,388,052",C 制造业
创业板,300338,ST开元,2012-07-26,"402,624,692","349,936,242",P 教育
创业板,300339,润和软件,2012-07-18,"796,410,841","777,686,667",I 信息技术
创业板,300340,科恒股份,2012-07-26,"275,893,365","273,464,562",C 制造业
创业板,300341,麦克奥迪,2012-07-26,"517,410,336","515,368,536",C 制造业
创业板,300342,天银机电,2012-07-26,"425,035,113","418,798,863",C 制造业
创业板,300343,ST联创,2012-08-01,"1,068,969,119","1,066,219,389",C 制造业
创业板,300344,ST立方,2012-08-01,"641,706,416","641,195,166",I 信息技术
创业板,300345,华民股份,2012-08-01,"579,529,942","444,927,192",C 制造业
创业板,300346,南大光电,2012-08-07,"691,156,903","656,018,277",C 制造业
创业板,300347,泰格医药,2012-08-17,"737,901,250","566,214,206",M 科研服务
创业板,300348,长亮科技,2012-08-17,"810,799,344","708,253,959",I 信息技术
创业板,300349,金卡智能,2012-08-17,"418,337,213","370,930,153",I 信息技术
创业板,300350,华鹏飞,2012-08-21,"562,012,279","471,565,417",I 信息技术
创业板,300351,永贵电器,2012-09-20,"387,874,197","261,882,492",C 制造业
创业板,300352,北信源,2012-09-12,"1,449,824,087","1,276,610,882",I 信息技术
创业板,300353,东土科技,2012-09-27,"614,892,881","538,416,872",C 制造业
创业板,300354,东华测试,2012-09-20,"138,320,201","81,308,594",C 制造业
创业板,300355,蒙草生态,2012-09-27,"1,604,242,081","1,298,468,958",N 公共环保
创业板,300357,我武生物,2014-01-21,"523,584,000","484,064,205",C 制造业
创业板,300358,楚天科技,2014-01-21,"590,305,223","576,266,940",C 制造业
创业板,300359,全通教育,2014-01-21,"633,333,422","633,301,697",P 教育
创业板,300360,炬华科技,2014-01-21,"514,187,126","500,276,637",C 制造业
创业板,300363,博腾股份,2014-01-29,"545,464,520","500,443,767",C 制造业
创业板,300364,中文在线,2015-01-21,"728,500,118","660,425,473",R 文化传播
创业板,300365,恒华科技,2014-01-23,"599,855,469","511,724,617",I 信息技术
创业板,300366,创意信息,2014-01-27,"607,576,150","530,502,490",I 信息技术
创业板,300368,汇金股份,2014-01-23,"528,943,475","528,943,475",I 信息技术
创业板,300369,绿盟科技,2014-01-29,"799,308,527","798,227,568",I 信息技术
创业板,300370,安控科技,2014-01-23,"1,565,376,225","1,324,847,224",C 制造业
创业板,300371,汇中股份,2014-01-23,"201,217,296","135,791,581",C 制造业
创业板,300373,扬杰科技,2014-01-23,"543,347,787","542,143,360",C 制造业
创业板,300374,中铁装配,2015-03-19,"245,912,337","192,918,300",C 制造业
创业板,300375,鹏翎股份,2014-01-27,"755,378,818","505,177,225",C 制造业
创业板,300376,ST易事特,2014-01-27,"2,328,240,476","2,327,434,901",C 制造业
创业板,300377,赢时胜,2014-01-27,"751,003,080","661,677,469",I 信息技术
创业板,300378,鼎捷数智,2014-01-27,"271,392,830","269,380,580",I 信息技术
创业板,300379,*ST东通,2014-01-28,"557,922,828","526,637,564",I 信息技术
创业板,300380,安硕信息,2014-01-28,"138,439,050","127,365,543",I 信息技术
创业板,300381,溢多利,2014-01-28,"491,061,461","489,340,774",C 制造业
创业板,300382,斯莱克,2014-01-29,"648,399,994","648,338,222",C 制造业
创业板,300383,光环新网,2014-01-29,"1,797,592,847","1,793,554,131",I 信息技术
创业板,300384,三联虹普,2014-08-01,"319,007,265","220,232,669",M 科研服务
创业板,300385,雪浪环境,2014-06-26,"333,145,932","290,662,633",C 制造业
创业板,300386,飞天诚信,2014-06-26,"418,044,000","250,757,653",I 信息技术
创业板,300387,富邦科技,2014-07-02,"289,057,018","288,956,645",C 制造业
创业板,300388,节能国祯,2014-08-01,"681,042,231","679,804,254",N 公共环保
创业板,300389,艾比森,2014-08-01,"369,100,317","233,181,321",C 制造业
创业板,300390,天华新能,2014-07-31,"830,750,788","672,536,195",C 制造业
创业板,300391,*ST长药,2014-08-01,"350,336,112","350,333,862",C 制造业
创业板,300393,中来股份,2014-09-12,"1,089,627,358","955,905,050",C 制造业
创业板,300394,天孚通信,2015-02-17,"777,415,891","775,852,386",C 制造业
创业板,300395,菲利华,2014-09-10,"522,267,673","513,041,529",C 制造业
创业板,300396,迪瑞医疗,2014-09-10,"272,700,161","272,246,843",C 制造业
创业板,300397,天和防务,2014-09-10,"517,636,745","405,505,408",C 制造业
创业板,300398,飞凯材料,2014-10-09,"566,946,450","563,850,241",C 制造业
创业板,300399,天利科技,2014-10-09,"197,600,000","197,580,725",I 信息技术
创业板,300400,劲拓股份,2014-10-10,"242,625,800","239,923,400",C 制造业
创业板,300401,花园生物,2014-10-09,"543,469,534","534,685,535",C 制造业
创业板,300402,宝色股份,2014-10-10,"246,790,497","243,618,497",C 制造业
创业板,300403,汉宇集团,2014-10-30,"603,000,000","427,063,593",C 制造业
创业板,300404,博济医药,2015-04-24,"385,556,078","280,604,362",M 科研服务
创业板,300405,科隆股份,2014-10-30,"284,372,671","218,823,359",C 制造业
创业板,300406,九强生物,2014-10-30,"586,308,628","424,416,455",C 制造业
创业板,300407,凯发电气,2014-12-03,"318,200,493","241,053,869",C 制造业
创业板,300408,三环集团,2014-12-03,"1,916,497,371","1,869,808,017",C 制造业
创业板,300409,道氏技术,2014-12-03,"782,248,953","687,489,642",C 制造业
创业板,300410,正业科技,2014-12-31,"367,114,797","367,114,797",C 制造业
创业板,300411,金盾股份,2014-12-31,"406,520,007","309,115,500",C 制造业
创业板,300412,迦南科技,2014-12-31,"497,756,637","467,861,646",C 制造业
创业板,300413,芒果超媒,2015-01-21,"1,870,720,815","1,021,699,958",I 信息技术
创业板,300414,中光防雷,2015-05-13,"326,019,466","313,528,580",C 制造业
创业板,300415,伊之密,2015-01-23,"468,562,084","464,370,274",C 制造业
创业板,300416,苏试试验,2015-01-22,"508,547,806","504,978,669",M 科研服务
创业板,300417,南华仪器,2015-01-23,"134,563,200","87,562,238",C 制造业
创业板,300418,昆仑万维,2015-01-21,"1,255,356,953","1,254,490,703",I 信息技术
创业板,300419,ST浩丰,2015-01-22,"367,753,770","367,753,770",I 信息技术
创业板,300420,五洋自控,2015-02-17,"1,116,383,561","1,116,296,861",C 制造业
创业板,300421,力星股份,2015-02-17,"294,030,484","230,344,072",C 制造业
创业板,300422,博世科,2015-02-17,"533,880,389","511,451,890",N 公共环保
创业板,300423,昇辉科技,2015-02-17,"497,511,290","333,360,483",C 制造业
创业板,300424,航新科技,2015-04-22,"245,430,132","245,285,250",C 制造业
创业板,300425,中建环能,2015-02-16,"682,224,853","680,535,982",C 制造业
创业板,300426,华智数媒,2015-02-17,"450,382,810","400,000,000",R 文化传播
创业板,300427,红相股份,2015-02-17,"508,520,298","503,004,888",C 制造业
创业板,300428,立中集团,2015-03-19,"639,497,056","557,145,087",C 制造业
创业板,300429,强力新材,2015-03-24,"536,304,035","398,648,099",C 制造业
创业板,300430,诚益通,2015-03-19,"273,046,796","259,854,209",C 制造业
创业板,300432,富临精工,2015-03-19,"1,709,760,242","1,690,555,691",C 制造业
创业板,300433,蓝思科技,2015-03-18,"4,982,772,171","4,967,018,648",C 制造业
创业板,300434,金石亚药,2015-04-24,"401,743,872","342,121,086",C 制造业
创业板,300435,中泰股份,2015-03-26,"385,713,000","368,814,630",D 水电煤气
创业板,300436,广生堂,2015-04-22,"159,267,000","136,721,969",C 制造业
